image_url,orignal_price,percentage_off,product_description,product_name,product_price,ratings,url
https://m.media-amazon.com/images/I/41tT4WT25TL._SX342_SY445_.jpg,₹899,-30%,"Reebok designs, manufactures, distributes and sells fitness, running and crossfit sportswear including clothing and footwear. The clothing line includes t-shirts, hoodies, jackets and pants among other items.",Reebok Men's T-Shirts,₹629,Previous page,https://www.amazon.in/Reebok-Shirt-Ht9129-M-Orange-Flare/dp/B09NHV2H3V/ref=sr_1_248?keywords=shirts+for+men&qid=1690717997&sr=8-248
https://m.media-amazon.com/images/I/41sjdj810+L._SX342_SY445_.jpg,₹1749,-64%,The Indian Garage Co men's checkered casual shirt.,The Indian Garage Co Men's Slim Fit Casual Shirt,₹630,3.7 out of 5 stars,https://www.amazon.in/Indian-Garage-Co-0219-SH01-14_Green-Navy_S-97CM/dp/B07SD5MCQ4/ref=sr_1_246?keywords=shirts+for+men&qid=1690717997&sr=8-246
https://m.media-amazon.com/images/I/31q0Z9QXPEL._SY445_SX342_.jpg,₹1499,-50%,"When it comes to men's wear, Van Heusen stands for class, elegance and status.",Van Heusen Sport Men's Solid Slim fit Casual Shirt (VSSFLSLBR76809_Blue 39),₹749,3.7 out of 5 stars,https://www.amazon.in/Van-Heusen-Sport-Casual-VSSFLSLBR76809_Blue/dp/B08FS4GG64/ref=sr_1_244?keywords=shirts+for+men&qid=1690717997&sr=8-244
https://m.media-amazon.com/images/I/41axb4uxI+L._SY445_SX342_.jpg,₹1999,-86%,"Shirt Theory offers striped shirts for men you fashionable and must-have clothing for your wardrobe. Giving you well-made and comfortable clothing for men with a shirt that is sophisticated and comes with a modern look to help give you a better wearing experience. This versatile shirt is perfect for any occasion and suitable for any season. Update your wardrobe with this Black and white striped shirt With Twisted Half Sleeves & Curved Hem Line With Fancy Button Down featuring a sophisticated distinct tailored silhouette with a one-of-a-kind suave look. A versatile style you can pair it up with your favorite pair of denim or formal trousers for a stylish look at all times. Enhance your everyday look with modern Rayon shirts men casual with a fitting that is made for sophistication. Find your style with Shirt Theory so you can look good anytime and anywhere! If you heading for an important casual meeting, and for a Sunday outing with friends or family, team this shirt with a pair of jeans and sneakers and build your cool and casual personality.",DHRUVI TRENDZ Men's Shirt || Rayon Bold Striped Shirts for Men || Twisted Half Sleeves || Perfect for Office || Outing || Evening || Fancy Shirt for Boys || Gift for Brother,₹279,3.0 out of 5 stars,https://www.amazon.in/DHRUVI-TRENDZ-Striped-Twisted-Sleeves/dp/B0BW9J4N6D/ref=sr_1_245?keywords=shirts+for+men&qid=1690717997&sr=8-245
https://m.media-amazon.com/images/I/31B3soO59oL._SX342_SY445_.jpg,₹2499,-78%,"Upgrade your wardrobe essentials with this modern fit collection. This timeless classic is 100% cotton, with the yarn grown with optimised usage of water and fertilisers. The result is less pressure on the environment and high-quality clothing in your wardrobe.",HammerSmith Men Shirt,₹539,3.5 out of 5 stars,https://www.amazon.in/HammerSmith-Regular-Shirt-H3026_D-Blue_L/dp/B0B7JK2NDG/ref=sr_1_252_sspa?keywords=shirts+for+men&qid=1690717997&sr=8-252-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/51ZTfnRfcCL._SX342_SY445_.jpg,₹2299,-67%,"An Amazon brand, House & Shields Clothing Co. celebrates the passion and spirit of varsity sports culture and its heritage. The brand offers stylish, premium casualwear for men through a wide range of polos, tees, trousers, jackets and more. The products are designed to meet the very best quality benchmarks and are stitched to perfection – giving you impeccable comfort and fit.",Amazon Brand - House & Shields Men's Regular Casual Shirt,₹769,3.8 out of 5 stars,https://www.amazon.in/Amazon-Brand-Shields-Checkered-SS20-HS-RR-01-H_Maroon/dp/B08Y8RLBJ1/ref=sr_1_243?keywords=shirts+for+men&qid=1690717997&sr=8-243
https://m.media-amazon.com/images/I/51PA-BrUXOL._SX342_SY445_QL70_FMwebp_.jpg,₹1499,-47%,"✔ GloryBoyz Men's Short Sleeve Printed Casual Button Down Slim Fit Beach Shirts Using soft fabrics and simple structure, the casual look of the beautifully printed design complements the comfortable feeling.",GLORYBOYZ Men's Half Sleeve Slim Fit Shirt Fashion Jungle Printed Hawaiian Aloha,₹799,4.0 out of 5 stars,https://www.amazon.in/GLORYBOYZ-Relaxed-Fashion-Hawaiian-Black/dp/B0C289JKD6/ref=sr_1_250_sspa?keywords=shirts+for+men&qid=1690717997&sr=8-250-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/41kzdUQyiIL._SX342_SY445_.jpg,₹2099,-53%,"Make a lasting impression on your colleagues wearing this Work Utility shirt for men by Park Avenue Crafted from Cotton, this Full Sleeve shirt in Slim Fit features a Semi Cutaway Collar. Team it up with formal trousers and leather shoes for a perfect look. Raymond with its 97-year-old expertise is a textile powerhouse with modern infrastructure and strong fibre-to-fabric manufacturing capabilities. Raymond is the largest integrated textile company in the world and exports its suits to more than 60+ countries including the USA, Canada, England, Europe, Japan and the Middle East.",Park Avenue Men Shirt,₹989,Previous page,https://www.amazon.in/Park-Avenue-Structure-Shirt-PMSX17129-W1_White/dp/B0C7HPZPHN/ref=sr_1_241?keywords=shirts+for+men&qid=1690717997&sr=8-241
https://m.media-amazon.com/images/I/31wNrERSLEL._SX342_SY445_.jpg,₹1899,-63%,"Amazon Brand - Symbol brings short kurta which is made of 100% cotton fabric for ease and comfort. Featuring a pocket at chest, this kurta-styled shirt is quite fashionable along with being comfortable. Offered with a regular-fit, this kurta shirt will go well with distressed jeans or chinos and sneakers.",Amazon Brand - Symbol Men Casual Shirt,₹699,3.9 out of 5 stars,https://www.amazon.in/Amazon-Brand-Symbol-Regular-AZ-SY-RM-06_KrtPlkt_White/dp/B08FJXQQF8/ref=sr_1_249_sspa?keywords=shirts+for+men&qid=1690717997&sr=8-249-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/31QGZJ3ERPL._SX342_SY445_.jpg,₹2499,-76%,A classic shirt is a no-brainer go-to for a reason. Pair it with a simple pair of jeans and watch it truly pop. It also looks striking with chinos and dress shoes if getting ready for work.,HammerSmith Mens Solid Slim Fit Cotton Casual Shirt with Button Down and Full Sleeve,₹599,4.6 out of 5 stars,https://www.amazon.in/HammerSmith-Cotton-Casual-Sleeves-HSCSM083_White_S/dp/B0BZ4SKQ6X/ref=sr_1_251_sspa?keywords=shirts+for+men&qid=1690717997&sr=8-251-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/41RjNC8OQ-L._SX342_SY445_.jpg,₹699,-17%,MAX Solid Full Sleeves Casual Shirt,Max Men's Regular Fit Shirt,₹579,3.5 out of 5 stars,https://www.amazon.in/Max-Mens-Shirt-SMUSCS2002FSOLIVE-Green_Olive/dp/B09CPJW3V6/ref=sr_1_239?keywords=shirts+for+men&qid=1690717997&sr=8-239
https://m.media-amazon.com/images/I/41RklMUnjaL._SX342_SY445_.jpg,₹1849,-74%,"This Casual Solid shirt has a Slim fit, Spread collar, full button Placket, Full Sleeves, and a curved hemline Size and Fit Slim Fit The Model (height 6 foot and shoulders 18 inches is wearing size 40/M Please check the size chart for more details before ordering Material & Care 100% Premium Cotton (Machine Wash Regular) Style Tip Enhance your look by wearing this Casual Stylish Men's shirt, Team it with a pair of Chinos or Tapered Denim and Sneakers for a fun Smart Casual look About the Brand DENNIS LINGO Finding Basic Menswear for daily use can be hard among todays Fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at lowest prices",Dennis Lingo Men's Solid Slim Fit Cotton Casual Shirt with Spread Collar & Full Sleeves,₹489,3.8 out of 5 stars,https://www.amazon.in/Dennis-Lingo-Solid-Casual-C301_Brown_M_Brown_M/dp/B07FK78SJZ/ref=sr_1_241_sspa?keywords=shirts+for+men&qid=1690718002&sr=8-241-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
https://m.media-amazon.com/images/I/31dDqpuvh9L._SX342_SY445_.jpg,₹2999,-49%,The mandarin collar and tone-on-tone button elevate this basic long-sleeved shirt. This shirt is made of a linen-rich fabric and is ideal for day or evening events.,Marks & Spencer Men Shirt,"₹1,519",Previous page,https://www.amazon.in/Marks-Spencer-Solid-Shirt-Beige/dp/B0BVMSDYLC/ref=sr_1_296?keywords=shirts+for+men&qid=1690718002&sr=8-296
https://m.media-amazon.com/images/I/31sxqjP2QdL._SX342_SY445_.jpg,₹1499,-71%,"Crafted in a pure cotton fabric, this long-sleeved, slim fit modern shirt offers superb comfort and an impeccable finish. A reliable option for casual wear, the shirt features a spread collar, buttoned cuffs, and a chest patch pocket.",Diverse Men Shirt,₹427,3.8 out of 5 stars,https://www.amazon.in/Diverse-Solid-Casual-Shirt-DCMCF14SC10L04-313_White_X-Large/dp/B07Q5BQHMH/ref=sr_1_295?keywords=shirts+for+men&qid=1690718002&sr=8-295
https://m.media-amazon.com/images/I/31TCbqTBSIL._SX342_SY445_.jpg,₹2099,-64%,"Symbol shirts are made from soft comfortable fabric for everyday wear. Apt for casual occasions, these shirts is made with classic styling details.",Amazon Brand - Symbol Men's Regular Fit Casual Shirt,₹749,4.0 out of 5 stars,https://www.amazon.in/Amazon-Brand-Symbol-Regular-AZ-SY-RM-02_ASH_OXF_04_White_Small/dp/B07N48LJHC/ref=sr_1_262_sspa?keywords=shirts+for+men&qid=1690718002&sr=8-262-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1
https://m.media-amazon.com/images/I/41oIwI3AdlL._SX342_SY445_.jpg,₹1999,-50%,Wrangler Mens Fashion ShirtsLarry Solid Shirt - C,Wrangler Men Shirts,"₹1,000",4.1 out of 5 stars,https://www.amazon.in/Wrangler-Mens-Fitted-Shirt-WMSH003182_Navy/dp/B09W6C4W5S/ref=sr_1_294?keywords=shirts+for+men&qid=1690718002&sr=8-294
https://m.media-amazon.com/images/I/41D0gOWBZ+L._SX342_SY445_.jpg,₹999,-40%,"F20 of quality, reliability and affordability, offering a range of lifestyle essentials that help you look good every day. This Regular fit Full sleeves 100% cotton check shirt is styled with classic collar. Wear this shirt with a pair of chinos or denims for your everyday casual look.",F20,₹599,Previous page,https://www.amazon.in/Generic-F20/dp/B0C6B21NBM/ref=sr_1_299_sspa?keywords=shirts+for+men&qid=1690718002&sr=8-299-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/31PO9lwE73L._SX342_SY445_.jpg,₹2499,-78%,"Upgrade your wardrobe essentials with this modern fit collection. This timeless classic is 100% cotton, with the yarn grown with optimised usage of water and fertilisers. The result is less pressure on the environment and high-quality clothing in your wardrobe.",HammerSmith Men Shirt,₹549,3.5 out of 5 stars,https://www.amazon.in/HammerSmith-Mens-Regular-Shirt-H3026_Wine_L/dp/B0B7JHBZPL/ref=sr_1_298_sspa?keywords=shirts+for+men&qid=1690718002&sr=8-298-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/31ybEoo-VSL._SX342_SY445_.jpg,₹2299,-51%,Sharpen up your style quotient with this smooth shirt from U.S. Polo Assn. This shirt is made from premium cotton fabric that is breathable and highly absorbent. Style it with your favourite jeans and sneakers.,U.S. POLO ASSN. Men Shirt,"₹1,125",3.8 out of 5 stars,https://www.amazon.in/U-S-POLO-ASSN-Spread-Collar/dp/B0BCX3J64H/ref=sr_1_293?keywords=shirts+for+men&qid=1690718002&sr=8-293
https://m.media-amazon.com/images/I/51dqIgnXDSL._SY445_SX342_.jpg,₹4999,-91%,"(None,)",Lymio Men Men casual shirt,₹429,3.6 out of 5 stars,https://www.amazon.in/Lymio-Polyester-Sleeve-Printed-Wedding-Blue-2XL/dp/B0BRKHRRJ9/ref=sr_1_292?keywords=shirts+for+men&qid=1690718002&sr=8-292
https://m.media-amazon.com/images/I/31OmMbV2j+L._SY445_SX342_.jpg,₹2999,-49%,"Add a dash of style to your closet by wearing this plain casual shirt from Marks & Spencer. This dapper-looking plain shirt for men comes with a spread collar, long sleeves, and a button front that renders it a dream to wear without any hassle. This shirt, made of a flax and linen blend, will keep you looking sharp while also keeping you comfortable all day. Wear it with jeans or trousers for a chic flair.",Marks & Spencer Men Shirt,"₹1,519",4.0 out of 5 stars,https://www.amazon.in/Marks-Spencer-Classic-Collar-T253950KMID/dp/B0BRZYXXWW/ref=sr_1_305?keywords=shirts+for+men&qid=1690718008&sr=8-305
https://m.media-amazon.com/images/I/51OvAl2CUvL._SX342_SY445_.jpg,₹2399,-69%,"An Amazon brand, Symbol is built on the pillars of quality, reliability and affordability to offer you lifestyle essentials that never go out of fashion. Symbol clothing and footwear is available in comfortable fits and quality materials that are perfected to your liking. Symbol brings a range of classic casual shirts in a variety of colors that keep you subtle & comfortable. Built for comfort, our essential pair of casual shirts find place in every man’s wardrobe. Wear this shirt with a pair of chinos for a eveing look or put on a pair of denims for everyday casual look.",Amazon Brand - Symbol Men's Casual Shirt,₹739,3.9 out of 5 stars,https://www.amazon.in/Amazon-Brand-Checkered-Regular-AZ-SY-RR01_SHAKTI-02_Red_Medium/dp/B07QJQPGVT/ref=sr_1_297_sspa?keywords=shirts+for+men&qid=1690718002&sr=8-297-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/31vUdkW516L._SX342_SY445_.jpg,₹1999,-68%,"An Amazon brand, Symbol is built on the pillars of quality, reliability and affordability, offering a range of lifestyle essentials that help you look good every day. This Regular fit 100% cotton solid shirt is styled with Resort collar, short sleeve and single chest pocket on wearers left. Wear this shirt with a pair of chinos or shorts for your everyday casual look.",Amazon Brand - Symbol Men Shirt,₹649,4.0 out of 5 stars,https://www.amazon.in/Amazon-Brand-Symbol-Regular-SY-S22-CS-07_Pink-Cott/dp/B09PRK2VBX/ref=sr_1_302?keywords=shirts+for+men&qid=1690718008&sr=8-302
https://m.media-amazon.com/images/I/51lxWbHtduL._SX342_SY445_.jpg,₹1899,-66%,"A gentleman can never truly have too many shirts, especially when they look this good. An Amazon brand– house & shields celebrates the true passion and spirit of varsity culture and its heritage. Our products are created for everyday lifestyle needs of the man who loves to sport a smart casual look. Each product is designed to lend a unique visual appeal, in hand-picked materials and crafted with precision.This shirt is made out of 100% cotton fabric with soft finish for a stylish everyday look.",Amazon Brand - House & Shields Men Casual Shirt,₹636,3.8 out of 5 stars,https://www.amazon.in/Amazon-Brand-Checkered-AW18-HSSH-04_A-4620_Red/dp/B08Y8QR8SW/ref=sr_1_304?keywords=shirts+for+men&qid=1690718008&sr=8-304
https://m.media-amazon.com/images/I/41RurLLFhRL._SY445_SX342_.jpg,₹1799,-50%,Allen Solly casual 100% shirt for mens,Allen Solly Men's Regular Fit Formal Shirt,₹899,3.0 out of 5 stars,https://www.amazon.in/Allen-Solly-Regular-Shirt-ASSFQSPFK26943_Yellow/dp/B0C7W7N9LL/ref=sr_1_299?keywords=shirts+for+men&qid=1690718008&sr=8-299
https://m.media-amazon.com/images/I/41DQXZjwfSL._SX342_SY445_.jpg,₹1599,-58%,"An Amazon brand, Symbol is built on the pillars of quality, reliability and affordability, offering a range of lifestyle essentials that help you look good every day. This classic formal shirt is crafted with precision in cotton blend, two tone Fil a Fil fabric, to offer enhanced comfort and style, all at a great value. This shirt comes in a range of colors to choose for any formal or semi formal ocassion. To complete the look, pair it with an elegant solid formal trouser and brown leather shoes for a lasting impression. Now, look good every day with Symbol fashion essentials.",Amazon Brand - Symbol Men Shirt,₹679,4.0 out of 5 stars,https://www.amazon.in/Amazon-Brand-Regular-SS20-SYM-FS-03_EPP-1A-_Yellow/dp/B097MSSBCS/ref=sr_1_300?keywords=shirts+for+men&qid=1690718008&sr=8-300
https://m.media-amazon.com/images/I/51ASJq1hbkL._SX342_SY445_.jpg,₹1399,-52%,Peter England Men's Textured Formal Medium Grey Shirt,Peter England Men Shirt,₹669,4.3 out of 5 stars,https://www.amazon.in/Peter-England-Mens-Shirt-PESFWSLPN96346_Medium/dp/B0BWK1XC2Z/ref=sr_1_298?keywords=shirts+for+men&qid=1690718008&sr=8-298
https://m.media-amazon.com/images/I/41PX7-u69wL._SY445_SX342_.jpg,₹2599,-89%,ELYYORK SURAT,ELYYORK Men Shirt,₹279,4.0 out of 5 stars,https://www.amazon.in/ELYYORK-Cotton-Sleeve-Regular-Checkered/dp/B0C5VLV312/ref=sr_1_297?keywords=shirts+for+men&qid=1690718008&sr=8-297
https://m.media-amazon.com/images/I/41IbjCY-cRL._SX342_SY445_.jpg,₹3399,-75%,"Look effortlessly stylish as you wear this green shirt from Red Tape. This smart fit shirt is crafted from cotton to ensure seamless comfort. Designed with a button down collar and full sleeves, finished with a pocket. Don this striped shirt with tapered jeans along with Sneaker. Machine wash this with similar color.",Red Tape Men's Regular Fit Button Down Shirt,₹849,3.9 out of 5 stars,https://www.amazon.in/Red-Tape-Striped-Regular-RFS0206_Green/dp/B09RN5FFQY/ref=sr_1_296?keywords=shirts+for+men&qid=1690718008&sr=8-296
https://m.media-amazon.com/images/I/31dDqpuvh9L._SX342_SY445_.jpg,₹2999,-49%,The mandarin collar and tone-on-tone button elevate this basic long-sleeved shirt. This shirt is made of a linen-rich fabric and is ideal for day or evening events.,Marks & Spencer Men Shirt,"₹1,519",Previous page,https://www.amazon.in/Marks-Spencer-Solid-Shirt-Beige/dp/B0BVMSDYLC/ref=sr_1_295?keywords=shirts+for+men&qid=1690718008&sr=8-295
https://m.media-amazon.com/images/I/41Ubi2yhw7L._SX342_SY445_.jpg,₹1999,-83%,shirt for men casual shirts shirt for men formal shirt men shirt for man shirts men men shirt men shirt casual men shirt formal men formal shirt men shirts casual mens shirt casual gifts for men gift for brother gifts for boyfriend,Leriya Fashion Shirts for Men | Cotton Blend Regular Fit Solid | Spread Coller Full Sleeve | Men Shirt Formal for Office | Outing | Casual | Festival | Ceremony | Gift for Boys,₹349,2.6 out of 5 stars,https://www.amazon.in/Leriya-Fashion-Regular-Festival-Ceremony/dp/B0BSV4LRQT/ref=sr_1_294?keywords=shirts+for+men&qid=1690718008&sr=8-294
https://m.media-amazon.com/images/I/31sxqjP2QdL._SX342_SY445_.jpg,₹1499,-71%,"Crafted in a pure cotton fabric, this long-sleeved, slim fit modern shirt offers superb comfort and an impeccable finish. A reliable option for casual wear, the shirt features a spread collar, buttoned cuffs, and a chest patch pocket.",Diverse Men Shirt,₹427,3.8 out of 5 stars,https://www.amazon.in/Diverse-Solid-Casual-Shirt-DCMCF14SC10L04-313_White_X-Large/dp/B07Q5BQHMH/ref=sr_1_293?keywords=shirts+for+men&qid=1690718008&sr=8-293
https://m.media-amazon.com/images/I/51T9d1aMivL._SX342_SY445_.jpg,₹2499,-71%,"An Amazon brand, House & Shields Clothing Co. celebrates the passion and spirit of varsity sports culture and its heritage. The brand offers stylish, premium casualwear for men through a wide range of polos, tees, trousers, jackets and more. The products are designed to meet the very best quality benchmarks and are stitched to perfection – giving you impeccable comfort and fit.",Amazon Brand - House & Shields Men Shirt,₹719,4.0 out of 5 stars,https://www.amazon.in/Amazon-Brand-Checkered-HSSH-04_J-7733_Green/dp/B08Y8RFSKC/ref=sr_1_289?keywords=shirts+for+men&qid=1690718008&sr=8-289
https://m.media-amazon.com/images/I/31ybEoo-VSL._SX342_SY445_.jpg,₹2299,-51%,Sharpen up your style quotient with this smooth shirt from U.S. Polo Assn. This shirt is made from premium cotton fabric that is breathable and highly absorbent. Style it with your favourite jeans and sneakers.,U.S. POLO ASSN. Men Shirt,"₹1,125",3.8 out of 5 stars,https://www.amazon.in/U-S-POLO-ASSN-Spread-Collar/dp/B0BCX3J64H/ref=sr_1_291?keywords=shirts+for+men&qid=1690718008&sr=8-291
https://m.media-amazon.com/images/I/51T9d1aMivL._SX342_SY445_.jpg,₹2499,-71%,"An Amazon brand, House & Shields Clothing Co. celebrates the passion and spirit of varsity sports culture and its heritage. The brand offers stylish, premium casualwear for men through a wide range of polos, tees, trousers, jackets and more. The products are designed to meet the very best quality benchmarks and are stitched to perfection – giving you impeccable comfort and fit.",Amazon Brand - House & Shields Men Shirt,₹719,4.0 out of 5 stars,https://www.amazon.in/Amazon-Brand-Checkered-HSSH-04_J-7733_Green/dp/B08Y8RFSKC/ref=sr_1_291?keywords=shirts+for+men&qid=1690718002&sr=8-291
https://m.media-amazon.com/images/I/417amAMI3TL._SX342_SY445_.jpg,₹2499,-56%,"Cool and stylish, the Levi's Styled Shirt is perfect for an evening out with friends. This shirt is designed in yellow and features a shirt collar and slim fit. Style this shirt with a casual jacket for an offbeat look.",Levi's Men Shirt,"₹1,100",3.9 out of 5 stars,https://www.amazon.in/Levis-Mens-Slim-Shirt-32907-0299_Peachy/dp/B09Z79VKCW/ref=sr_1_290?keywords=shirts+for+men&qid=1690718002&sr=8-290
https://m.media-amazon.com/images/I/51dqIgnXDSL._SY445_SX342_.jpg,₹4999,-91%,"(None,)",Lymio Men Men casual shirt,₹429,3.6 out of 5 stars,https://www.amazon.in/Lymio-Polyester-Sleeve-Printed-Wedding-Blue-2XL/dp/B0BRKHRRJ9/ref=sr_1_290?keywords=shirts+for+men&qid=1690718008&sr=8-290
https://m.media-amazon.com/images/I/41aA7xSwV+L._SX342_SY445_.jpg,₹2399,-50%,Slim fit black shirt with a classic collar and button-down style sleeves. Add a touch of sophistication to your wardrobe with this stylish shirt paired with jeans.,Lee Men's Slim Fit Shirt,"₹1,199",3.9 out of 5 stars,https://www.amazon.in/Lee-Mens-Solid-Shirt-LMSH002177_Black/dp/B0BCLV8J9Q/ref=sr_1_289?keywords=shirts+for+men&qid=1690718002&sr=8-289
https://m.media-amazon.com/images/I/41u9iOqsQFL._SX342_SY445_.jpg,₹1999,-55%,"Spruce up your casual collection with this immaculately woven shirt from Arrow. Cut from smooth cotton, it makes a versatile piece to be worn wherever you go, be it hanging out with friends or a random walk on the streets. Team it with rolled-up chinos and sneakers.",Arrow Men's Regular Fit Shirts,₹899,Previous page,https://www.amazon.in/Arrow-Mens-Regular-Shirts-ASADSH1373_Navy/dp/B09QYWGBCB/ref=sr_1_287?keywords=shirts+for+men&qid=1690718002&sr=8-287
https://m.media-amazon.com/images/I/41edlvM9SaL._SX342_SY445_.jpg,₹2999,-35%,Mens - Shirt,United Colors of Benetton Men's Slim Fit Shirt,"₹1,949",4.0 out of 5 stars,https://www.amazon.in/United-Colors-Benetton-Shirt-5NS05U008I_Lavender/dp/B08MV9VCD2/ref=sr_1_286?keywords=shirts+for+men&qid=1690718002&sr=8-286
https://m.media-amazon.com/images/I/41bLdQIsEcL._SX342_SY445_.jpg,₹1749,-61%,"This Cutaway Collar, Slim Fit, Long Sleeves, Blue, Striped, Premium Cotton Shirt, can be worn on their own or layered with other garments, such as jackets, sweaters or vests. This can be paired with jeans, trousers depending on the occasion and the desired look.",The Indian Garage Co Men Shirt,₹682,3.0 out of 5 stars,https://www.amazon.in/Indian-Garage-Co-Adult-0820-SH54-03_Blue/dp/B0BR45GMS4/ref=sr_1_284?keywords=shirts+for+men&qid=1690718002&sr=8-284
https://m.media-amazon.com/images/I/41xLaFlwPbL._SX342_SY445_.jpg,₹2195,-54%,SLIM FIT HALF SLEEVE SHIRT WITH CLASSIC COLLAR AND FRENCH PLACKET,blackberrys Short Sleeve Slim FIT Print Shirt,"₹1,019",4.4 out of 5 stars,https://www.amazon.in/blackberrys-Mens-Shirt-NL-S-PR-NATE-HS-White/dp/B0BGSQXVP5/ref=sr_1_283?keywords=shirts+for+men&qid=1690718002&sr=8-283
https://m.media-amazon.com/images/I/41EACsRp5OL._SX342_SY445_.jpg,₹1699,-69%,"An Amazon brand, Symbol is built on the pillars of quality, reliability and affordability, offering a range of lifestyle essentials that help you look good every day. This Symbol men’s shirt, is woven from cotton blend in a two tone self structure lending it a premium look for special occasions. This full sleeve shirt with semi cut away collar comes in an easy regular fit. Update your look with solid color formal trousers and black leather shoes.",Amazon Brand - Symbol Men's Formal Shirt,₹529,3.9 out of 5 stars,https://www.amazon.in/Amazon-Brand-Regular-FAF-07_Pale-Yellow2/dp/B09DCM8RX4/ref=sr_1_282?keywords=shirts+for+men&qid=1690718002&sr=8-282
https://m.media-amazon.com/images/I/41rGmWnxJ4L._SX342_SY445_.jpg,₹2399,-61%,"A classic choice, the checkered shirt is a style basic for each refined man's closet. Create a classy appearance with this long sleeved shirt with front button fastening, shirt collar and front pocket with Pepe branding. Style it with gray chinos and casual shoes to complete the look. Buy online now!",Pepe Jeans Men's Tyler Yarn Dyed Twill Checks Shirt,₹936,4.0 out of 5 stars,https://www.amazon.in/Pepe-Jeans-Regular-Shirt-PM307922_RED/dp/B0B86N96B3/ref=sr_1_279?keywords=shirts+for+men&qid=1690718002&sr=8-279
https://m.media-amazon.com/images/I/419nAnI88OL._SX342_SY445_.jpg,₹2195,-50%,SLIM FIT FULL SLEEVE SHIRT WITH SEMI CUTAWAY COLLAR AND FRENCH PLACKET,blackberrys Men's Formal Full Sleeve India Slim Fit Shirt-BP-S-SO-Maple,"₹1,099",3.2 out of 5 stars,https://www.amazon.in/blackberrys-Solid-Shirt-BP-S-SO-Maple-Cream/dp/B0BGSXYVGY/ref=sr_1_281?keywords=shirts+for+men&qid=1690718002&sr=8-281
https://m.media-amazon.com/images/I/414ucNewe0L._SX342_SY445_.jpg,₹3099,-75%,"A classic striped shirt in blue is a revisited menswear trend, perfect to be worn as casuals or formals. A buttoned down, left breast patch pocket, a back with yoke and box pleats adds to the premium details. Be comfortable this summer in this 100% cotton shirt , breathable and lightweight.",Red Tape Men's Regular Fit Shirt,₹769,4.0 out of 5 stars,https://www.amazon.in/Red-Tape-Striped-Western-RFS1284_Sky/dp/B09HXN73NX/ref=sr_1_280?keywords=shirts+for+men&qid=1690718002&sr=8-280
https://m.media-amazon.com/images/I/41omM9LUzlL._SX342_SY445_.jpg,₹1849,-57%,"An ultimate choice that will redefine your classiness is this light blue color shirt from Parx. A fusion of comfort and smartness, this full-sleeved shirt is designed in striped pattern and features semi-cutaway collar & contrast fabric. Wear this slim-fit cotton shirt with a pair of casual trousers and loafers to look a class apart from the rest.",Parx Men's Plain Slim Fit Casual Shirt,₹787,3.8 out of 5 stars,https://www.amazon.in/Parx-Mens-Slim-Shirt-XMSS08582-N2_Green/dp/B0BD8T3M4X/ref=sr_1_276?keywords=shirts+for+men&qid=1690718002&sr=8-276
https://m.media-amazon.com/images/I/41ZPVQfv-CL._SX342_SY445_.jpg,₹3099,-75%,Add class in your look with this blue Casual shirt which has long sleeves and button down collar. It will enhance your professional look in the office when you pair this up with black slick pants and black casual shoes.,Red Tape Men's Regular Fit Shirt,₹769,4.1 out of 5 stars,https://www.amazon.in/Red-Tape-Striped-Western-RFS1264_Blue/dp/B09HXMWXWF/ref=sr_1_278?keywords=shirts+for+men&qid=1690718002&sr=8-278
https://m.media-amazon.com/images/I/41GxrByWJoL._SX342_SY445_.jpg,₹2999,-70%,Pepe Printed Cotton Regular Fit Mens Casual Shirt,Pepe Printed Cotton Regular Fit Mens Casual Shirt,₹900,Previous page,https://www.amazon.in/Pepe-Printed-Cotton-Regular-Casual/dp/B09Q4CY4RD/ref=sr_1_275?keywords=shirts+for+men&qid=1690718002&sr=8-275
https://m.media-amazon.com/images/I/51R1ZlGoHlL._SX342_SY445_.jpg,₹2199,-52%,"This formal shirt by Park Avenue will lends a sophisticated look to your personality. this shirt in slim-fit features full sleeves, cutaway collar and barrel cuff. It can be clubbed with formal trousers and leather shoes to look sophisticated.",Park Avenue Men Shirt,"₹1,049",Previous page,https://www.amazon.in/Park-Avenue-Mens-Shirt-PMSX17117-B4_Blue/dp/B0BXLTY6M4/ref=sr_1_273?keywords=shirts+for+men&qid=1690718002&sr=8-273
